text,label
"It further clarifi es the
roles, responsibilities and accountabilities of the board, Shariah committee and key organs involved in instituting
a robust Shariah compliance risk culture.",2
"An increased emphasis is also placed on elevating the professional
competence of individuals who helm these roles in respect of their Shariah knowledge and its applications
to Islamic fi nance.",2
"Expectations on the independence and quality of control functions to ensure effective
management of Shariah non-compliance risks will also be strengthened under the framework.",2
"Observations on Shariah Compliance
Shariah applications have wide implications for how an institution operates – encompassing its business practices
and processes to the behaviours of senior management and employees.",2
"In this section, an overview of Shariah
organisational practices observed in Islamic fi nancial institutions is provided.",2
"• At the apex, the board and senior management set the tone for the organisational culture and desired
behavioural norms that promote Shariah compliance.",2
"Increasingly, more Islamic fi nancial institutions are formally
adopting a set of common values and purpose which refl ect Shariah principles and underpin the institutions’
business strategy and risk appetite.",2
"• Responsibilities for Shariah compliance and risk management are increasingly devolved to business units and
employees, refl ecting an increasing emphasis on the fi rst line of defence in mitigating Shariah non-compliance risks.",2
"2 Financial Stability and Payment Systems Report 2018
Financial Stability and Payment Systems Report 2018 89
Regulatory
and
Supervisory
Framework
This has been accompanied by greater empowerment and accountability accorded to business units, with
greater involvement in the design of business processes and controls to manage Shariah non-compliance risks.",2
"• Considerations of conduct that impact an Islamic fi nancial institution’s Shariah compliance have become a more
prominent feature of incentive frameworks.",2
"Most Islamic fi nancial institutions adopt penalty and reward systems
that relate performance measures to Shariah expectations.",2
"These strategies serve to reinforce a collective focus
of the organisation on ensuring Shariah-compliant practices in all aspects of an Islamic fi nancial institution’s
business, and building a strong risk culture among employees.",2
"• Greater emphasis has been directed by Islamic fi nancial institutions at building strong foundations in Shariah
knowledge and applications within the workforce.",2
"Strengthened recruitment practices and higher investment in
training and development have been observed.",2
"This has been motivated both by an increased focus of Islamic
fi nancial institutions on the sound management of Shariah non-compliance risks, as well as the desire to drive
greater innovation in the offering of Shariah-compliant fi nancial solutions.",2
"Increased accountability of the Shariah
committees has also encouraged the upskilling of scholars that are appointed to the committees, especially in
areas relating to business operations and industry practices.",2
"Collectively, these developments have led to better alignment between business operations, processes and practices
with Shariah expectations, thereby mitigating incidents of non-compliance.",2
"Further details of practices observed
across Islamic fi nancial institutions are elaborated in Diagram 2.",2
"Conclusion
Moving forward, the Bank expects continued progress in evolving a strong Shariah compliance risk culture that is
well-integrated and self-reinforcing within Islamic fi nancial institutions.",2
"This in turn will provide the critical foundations
for further growth and innovation in the Islamic fi nance industry, while also contributing to domestic fi nancial stability.",2
"Consistent with Shariah principles, the adoption of value-based intermediation (VBI) will further sharpen the focus
of Islamic fi nancial institutions in ensuring their products, services and practices deliver a positive and sustainable
impact on the economy, community and environment.",2
"An increased focus on impact-driven strategies, supported by
strong governance, is expected to be embedded within and well-integrated into the risk management practices and
product innovation strategies of Islamic fi nancial institutions (the progress of VBI implementation is detailed further in
the section on Islamic Finance in Chapter 2).",2
"The development of VBI scorecard and disclosure practices will enable
stakeholders to better assess the institutions’ fulfi lment of the basic tenets of Shariah.",2
"As such, this ensures that
Islamic fi nancial institutions meet the overarching objectives of Shariah (maqasid Shariah) – which are to preserve
and advance the common interest of society at large, by preventing harm and maximising benefi ts.",1
"This will further
strengthen the accountability, transparency and integrity of Islamic fi nancial institutions.",2
"Financial Stability and Payment Systems Report 2018 3
90 Financial Stability and Payment Systems Report 2018
Regulatory
and
Supervisory
Framework
Diagram 2
Increasing Efforts by Islamic Financial Institutions to Strengthen Shariah Compliance Risk Culture
Observed Practices
Tone from the Top
• Internal policies are reflective of Shariah principles, catering to different risks in the implementation of
various Shariah contracts
• Shariah consideration integrated > Integrated IT system ensures execution process of Shariah
within business operationalisation contracts is systematically observed
and risk management practices
> Robust risk assessment process to identify and incorporate
Shariah non-compliance risk under the ICAAP*, including
quantification
• Strengthened high-level > Semi-annual dialogue between Board of Directors and Shariah
deliberation on Shariah and its committee enables effective resolutions of strategic issues
application in business and risk
strategies > Appointment of Shariah scholars as board members in 11
institutions fosters greater understanding among board
members on Shariah matters
Accountability and
• Clear roles and responsibilities of > Appointment of senior officers responsible for the day-to-day
Communication all organisational units and management of Shariah matters
employees
• Regular engagement among > Weekly/monthly dialogue among staff/branch managers to instil
employees to enhance awareness awareness on Shariah non-compliance risk
on the importance of Shariah
compliance > Sharing of good practices or audit findings provides learning
opportunities and process improvement
Performance
• Driving performance improvement > Introduced reward mechanism for achieving zero Shariah
Management
to ensure Shariah compliance non-compliance
> Introduced ‘Mystery Shopper’ as a tool to assess
frontliners’ competency in handling Shariah matters
Talent
• Enhancing the understanding on > Recruitment practices of prospective board members, senior
Development
Shariah and ensuring attainment management or employees, take into consideration a
of technical proficiency candidate’s knowledge and experience in Islamic finance and
Shariah
> Enhancement of knowledge via structured training
programmes
Structured Learning Programmes
109 board members completed the 38% Shariah committee members More than 2,000 employees across 39
Islamic Finance for Board of Directors enrolled into Certified Shariah Advisors financial institutions pursued specialised
(IF4Board) programme – To upscale (CSA) programme in 2018 – To upskill the qualifications in Islamic finance (AQIF,
directors’ appreciation on the dynamics of competency of the Shariah committee in IQIF and CQIF)** – Three-tier qualification
Shariah principles in shaping Islamic applied knowledge of Shariah and to advance knowledge and competency
finance business business of Islamic finance practitioners in the
areas of Islamic banking, takaful, capital
market and wealth management
* ICAAP - Internal Capital Adequacy Assessment Process
** AQIF - Associate Qualification in Islamic Finance; IQIF - Intermediate Qualification in Islamic Finance; and CQIF - Certified Qualification in Islamic Finance
Source: Bank Negara Malaysia
4 Financial Stability and Payment Systems Report 2018",0
