text,label
"In case of doubt, they require the support from
dedicated Sharīʿah risk management functions in Islāmic banks.",2
"For Bank D, in general, a Sharīʿah compliance governance
requirement was incorporated in all of the bank’s procedures and
manuals.",2
"For triggering Sharīʿah non-compliance risk, the respective
officers must highlight the issue to the respective authority.",2
"The
respective authority must be notified immediately when the risk
triggers.",2
"From this, based on the existing internal process and Bank
Negara Malaysia’s requirement, the responsibility is clear.",2
"All
Sharīʿah non-compliance occurrences, upon discovery, are regarded
as potential Sharīʿah non-compliance and must be discussed in the
Sharīʿah Committee meeting.",2
"Essentially, Islāmic banks follow the
guidelines issued by Bank Negara Malaysia.",2
"If there is any Sharīʿah
non-compliance occurrence, the respective staff needs to bring the
issue to the Sharīʿah committee.",2
"All the relevant functions must obtain
the decision from the Sharīʿah committee, regardless of whether a
potential Sharīʿah non-compliance event becomes an actual Sharīʿah
non-compliance event.",2
"To conclude, from the interview, all interviewees agreed that
the Sharīʿah risk management is part of the operational risk
management.",2
"Therefore, the methodology, including risk
identification, measurement, monitoring, and others, is embedded in
the operational risk framework.",2
"In risk identification, the course of
identifying could occur at the first line of defense (risk owner), the
second line of defense (Sharīʿah risk management and Sharīʿah
review), and the third line of defense (Sharīʿah audit).",2
"The best-case
scenario is when the Sharīʿah non-compliance risk is identified at the
first line of defense, which will create an effective management of
Sharīʿah non-compliance risk.",2
"However, there is a possibility for the Business Units (risk
owners) to overlook a Sharīʿah non-compliance risk event; yet the
Sharīʿah review or Sharīʿah audit would be able to identify the issue.",2
"The chance that the Sharīʿah review, Sharīʿah audit, and Bank Negara
Malaysia would come to identify similar issues as those of the business
unit is very minimal.",2
"This could happen if they had performed the
work at the same time and/or the issue was still not resolved.",2
"If the
116 International Journal of Economics, Management and Accounting 30, no.",2
"1 (2022)
issue was resolved, the bank would normally make all the
rectifications.",2
"4.2 RISK MEASUREMENT
Risk measurement is the evaluation of the tendency that Sharīʿah non-
compliance risk will have an impact on Islāmic banks.",2
"Therefore, the
interview was conducted to identify the tools that Islāmic banks use to
measure the Sharīʿah non-compliance risk.",2
"The findings affirmed that
RCSA is the predominant tool for measuring the Sharīʿah non-
compliance risk.",2
"This is not surprising as it appears to be the main risk
management tool for Islāmic banks, as demonstrated in the earlier
section.",2
"The findings further revealed that there is no detailed
guideline for the specific measurement of Sharīʿah non-compliance
risk.",2
"Consequently, the banks utilize risk management tools
commonly used for conventional operational risk management in
developing their guidelines.",2
"Only Bank D has not developed a
guideline for the Sharīʿah non-compliance risk’s RCSA.",2
"For instance,
the interviewee of Bank A stated that “we have a detailed guideline.",2
"RCSA also has its own guideline and manual.” Based on their
respective guidelines, some Islāmic banks classify the Sharīʿah non-
compliance risk as ‘major,’ ‘moderate,’ and ‘low’ while others use
‘severe,’ ‘medium,’ and ‘tolerable.’ For example, the Sharīʿah non-
compliance risk will be classified as ‘severe’ if the event of non-
compliance leads to contract invalidation or income derecognition.",2
"The middle risk category (medium) refers to a situation where the
aqad requirements are not fulfilled.",2
"The tolerable risk applies to
incidents which do not give rise to the effects of severe and medium
risks.",2
The banks’ appetite primarily drives the risk ratings.,2
"Uniformly, the impact of the Sharīʿah non-compliance risk is
categorized as either financial or non-financial.",2
"In the case of the
former, it is channelled to charitable organizations.",0
"For Bank B, there
is also a combination of tasks between Sharīʿah department and
Finance department.",2
"This is because the Finance department is
responsible for the financial part.",2
"If the Sharīʿah non-compliance event
leads to a financial impact, the income generated will be derecognized
and channelled to charitable organizations or returned to the original
owner.",0
"The Sharīʿah Committee must ensure that this action is done
by the Finance department with the help of Sharīʿah department.",2
"In
addition, this will be included in the Sharīʿah Committee Report of
Islāmic banks.",2
"Shariah Risk Management Practices in Malaysian Islāmic Banks 117
In the absence of a guideline, all the banks, except Bank D,
have called for a detailed guideline for measurement of Sharīʿah non-
compliance risk.",2
"According to the interviewee of Bank D, Sharīʿah
non-compliance risk is subjective.",2
"He said that “basically, this matter
Sharīʿah non-compliance risk measurement is really subjective.",2
"As a
result, we do not have a clear methodology.” Nevertheless, the
methodology for the Sharīʿah non-compliance risk rating exists.",2
"The
interviewee explained that:
“The bank does not have a clear methodology.",2
"However,
similar to Sharīʿah review, the bank has its own risk rating.",2
"For Sharīʿah non-compliance risk, the methodology for
risk rating is based on whether there is a breach of Sharīʿah
requirement or not, as resolved by Sharīʿah committee and
whether the contract is null and void.”
The implication of the above quote is in contrast with Bank A,
which has a detailed and well-defined methodology.",2
"In Bank A, the
process is very structured with a clearly defined Sharīʿah non-
compliance risk rating.",2
"Generally, the findings suggested that
measuring the possibility and impact of the Sharīʿah non-compliance
risk differs among banks, aggravated by the lack of a comprehensive
regulatory guideline.",2
"However, if an Islāmic bank is able to have its
own comprehensive guideline, in the absence of regulatory guideline
to measure the impact of the Sharīʿah non-compliance risk and
approved by its Sharīʿah committee, this can assist in measuring the
Sharīʿah non-compliance risk in a more systematic manner.",2
"4.3 RISK MONITORING AND CONTROLLING
The next stage in the risk management process deals with risk
monitoring and controlling.",2
"Risk monitoring can be used to ensure that
risk management practices are sound and effective.",2
"Proper and
effective risk monitoring also helps Islāmic banks to discover mistakes
at an early stage rather than suffering the bad consequences from
dormant untraceable risks.",2
"The risk monitoring mechanism must
monitor the variables and factors that can lead to Sharīʿah non-
compliance risk.",2
"The monitoring process utilizes data collected from
the previous audit or inspection.",2
"Risk monitoring can be used to ensure Islāmic banks shall
have in place effective structures to monitor, control and report
Sharīʿah non-compliance risks in their activities.",2
"Based on the
118 International Journal of Economics, Management and Accounting 30, no.",2
"1 (2022)
interview findings, one of the tools used in risk monitoring is Key Risk
Indicators (KRIs).",2
"According to the BNM Operational Risk Integrated
Online Network (ORION), KRIs refer to information that will provide
insight into the operational risk exposure including Sharīʿah non-
compliance risk and are used to monitor the main drivers of exposure
associated with the key risks.",2
"KRIs can be utilized to measure the
actual value of the cause and effect resulting from Sharīʿah non-
compliance events.",2
"KRIs will predict potential Sharīʿah non-
compliance events, allowing Islāmic banks to take reasonable
preventive and corrective actions to avoid any losses resulting from
such non-compliance events.",2
"KRIs are mostly quantitative indicators
used to provide insight into operational risk exposures and controls.",2
"The interview findings indicated that all interviewees agreed
on the importance of KRIs in risk monitoring and controlling of
Sharīʿah non-compliance risk.",2
"According to the interviewee from
Bank A:
“Chief Risk Officer is responsible to provide leadership to
ensure that all risk is monitored and controlled.",2
"In order
for Chief Risk Officer to discharge the responsibilities to
highlight key risks, including Sharīʿah non-compliance
risk, he needs to ensure functional area which own the risk
to identify the risk, risk officers to monitor and control the
risk using KRIs.”
4.4 RISK REPORTING
Generally, in the case of Sharīʿah non-compliance risk, the reporting
is required so that a comprehensive overview of risks can be obtained.",2
"Bank Negara Malaysia has specified the reporting requirements in its
ORION.",2
"All Islāmic banking institutions must submit both potential
and actual Sharīʿah non-compliance occurrences through the ORION.",2
"Nonetheless, the ORION describes a potential Sharīʿah non-
compliance occurrence as any Sharīʿah non-compliance event
distinguished and corroborated by only an officer within the control
function; it defines the actual Sharīʿah non-compliance occurrence as
any potential Sharīʿah non-compliance event that has been
substantiated by Islāmic banks’ Sharīʿah Committee.",2
"A potential Sharīʿah non-compliance event must be reported
in the ORION within one working day upon confirmation by an officer
within the Sharīʿah control function.",2
"It must be tabled at the Islāmic
bank’s Sharīʿah Committee meeting within 14 working days for a
Shariah Risk Management Practices in Malaysian Islāmic Banks 119
decision.",2
"If the Sharīʿah Committee deduces it as an actual Sharīʿah
non-compliance event, it must be reported within one working day.",2
"Subsequently, a rectification plan must be completed within 30
calendar days from the reporting date of the actual Sharīʿah non-
compliance event.",2
"Islāmic bank’s Sharīʿah Committee and Board of
Directors must approve the plan before submission.",2
"Finally, Islāmic
banks are required to monitor or follow up, to ensure that actual
Sharīʿah non-compliance events are resolved with appropriate control
mechanisms established to avoid recurrences.",2
"Such actions must be
updated accordingly in the ORION.",2
"In line with the regulatory requirements, this study aimed at
ascertaining the extent that Islāmic banks follow the ORION policy
document requirements.",2
"The interview findings indicated similar
practices for all Islāmic banks under study.",2
"For instance, the
interviewee from Bank B explained that the bank follows the time
frame given by Bank Negara Malaysia.",2
"He said that:
“There is a time frame.",2
"When we find the issue of Sharīʿah
non-compliance events, we need to key-in in the ORION
and submit to Bank Negara Malaysia.",2
"During that time, we
only identify the potential Sharīʿah non-compliance risk.",2
"After confirmation by the Sharīʿah Committee, we need to
resolve this issue within a certain period.",2
"We need to
submit our report and rectification plan to the Sharīʿah
Committee and the Board for endorsement.",2
"Lastly, we
submit to Bank Negara Malaysia.”
Based on the practice by Bank D, the interviewee described
that they need to immediately notify the exact time of becoming aware
of the risks, as required by their internal process and guided by Bank
Negara Malaysia’s ORION requirement.",2
"An officer within the
Sharīʿah control function is responsible to confirm if there is any
potential issue.",2
"Basically, the Sharīʿah Committee may delegate one
respective officer for such duties.",2
"Actual confirmation of Sharīʿah
non-compliance events is done by the Sharīʿah Committee.",2
"CONCLUSION AND RECOMMENDATIONS
This study was expected to provide some empirical evidence on the
Sharīʿah risk management practices in mitigating Sharīʿah non-
compliance risk from the Sharīʿah review and Sharīʿah audit
functions.",2
"Overall, the findings confirmed that all Islāmic banks in this
120 International Journal of Economics, Management and Accounting 30, no.",2
"1 (2022)
study do have a good Sharīʿah risk management practice.",2
"Islāmic
banks must certify that the Sharīʿah risk management procedures are
efficient and effective, and that a similar risk management process is
applied to the risk management of other non-specific risks, such as
credit risk and market risk, which can be used as long as Sharīʿah
principles are adhered to.",2
"The only exception to the above relates to
the way Islāmic banks measure Sharīʿah non-compliance risk.",2
"As a general suggestion, it is mainly essential to ensure the
effectiveness of all three lines of defense, which are the Business Unit,
the Sharīʿah review, the Sharīʿah risk management and Sharīʿah
audit, so that the public is confident that Islāmic banking institutions’
business operations and activities always conform to Sharīʿah
principles.",2
"However, there is a need to have a comprehensive Sharīʿah
risk management framework for respective Islāmic banks so that the
practices are consistently used in the banks and can assist the Sharīʿah
audit to conduct risk-based audit.",2
"This is in line with the institutional
theory that Sharīʿah risk management that argued the existence of
standard set of rules is mandatory to formulate an efficient risk
management structure which can be achieved through the process
widely accepted by Islāmic banks.",2
"The Sharīʿah non-compliance risk
manual will be particularly useful as a reference by Sharīʿah review
and Sharīʿah audit officers in performing their tasks.",2
"In addition, Bank
Negara Malaysia should play a role by issuing guidelines on Sharīʿah
risk management as a guidance by Islāmic banks in Malaysia, which
is consistent with the contingency theory that confirmed the
implementation of risk management practices depends upon
environment, namely the guidelines issued by the regulator.",2
"The
officers involved with the Sharīʿah risk management are accountable
for overseeing the effectiveness of Sharīʿah risk management and the
day-to-day management of the Sharīʿah non-compliance risk in
Islāmic banking institutions.",2
"In addition, risk officers who perform the
Sharīʿah risk management function must possess the requisite
knowledge on Sharīʿah requirements applicable to Islāmic financial
businesses (Shariah Governance Policy Document, 2019).",2
"REFERENCES
Abdullah, M., and S. Shahimi.",2
"“Operational in Islāmic Banks: Issues
and Management.” Prosiding Persidangan Kebangsaan
Ekonomi Malaysia ke VI (PERKEM VI) 1 (2011): 252-69.",2
"Shariah Risk Management Practices in Malaysian Islāmic Banks 121
Akkizidis, L., and S. Khandelwal.",2
"Financial Risk Management for
Islāmic Banking and Finance.",2
"Hampshire: Palgrave
Macmillan, 2008.",2
"Archer, S., and A. Haron.",2
Operational Risk Exposure of Islāmic Bank.,2
In Islāmic Finance: The Regulatory Challenge.,2
"Singapore:
John Wiley & Sons, 2007.",2
"Arora, D., and R. Agarwal.",2
"“Banking Risk Management in India and
RBI Supervision.” (2009).",2
"Abdelghani, E., and H.A.",2
"“Sharīʿah Issues in Islāmic Banking:
A Qualitative Survey in Malaysia.” Qualitative Research in
Financial Markets 6, no.",2
"“Guidelines on Sharīʿah Committee.” Kuala
Lumpur: Bank Negara Malaysia, 2004.",2
"“Sharīʿah Governance Framework for Islāmic Financial
Institutions.” Kuala Lumpur: Bank Negara Malaysia, 2010.",2
"“Islāmic Financial Services Act.” Kuala Lumpur: Bank
Negara Malaysia, 2013.",2
"“Sharīʿah Governance Policy Document.” Kuala Lumpur:
Bank Negara Malaysia, 2019.",2
Basel Committee on Banking Supervision.,2
"Principles for the Sound
Management of Operational Risk, 2011.",2
"“Operational Risk Integrated Online Network (ORION) Policy
Document.",2
"Kuala Lumpur: Bank Negara Malaysia, 2021
Basiruddin, R., and H. Ahmed.",2
"“Corporate Governance and Sharīʿah
Noncompliant Risk in Islāmic Banks: Evidence from
Southeast Asia.” Corporate Governance 20, no.",2
"Bhatti, M. “Managing Sharīʿah Non-Compliance Risk via Islāmic
Dispute Resolution.” Journal of Risk Financial Management
13, no.",2
"Collier, P.M., and M. Woods.",2
"“A Comparison of the Local Authority
Adoption of Risk Management in England and Australia.”
Australian Accounting Review 21, no.",2
"Research Design: Qualitative and Quantitative and
Mixed Method Approaches.",2
"California: Sage Publications,
2014.",2
"Qualitative Inquiry and Research Design: Choosing Among
Five Approaches.",2
"California: Sage Publications, 2013.",2
"Ginena, K. “Sharīʿah Risk and Corporate Governance of Islāmic
Banks.” Corporate Governance 14, no.",2
"122 International Journal of Economics, Management and Accounting 30, no.",2
"1 (2022)
Grais, W., and M. Pellegrini.",2
"Corporate Governance in Institutions
Offering Islāmic Financial Services: Issues and Options.",2
"World Bank Policy Research Working Paper, no.",2
"“Risk Management Practices of Islāmic Banks of Brunei
Darussalam.” The Journal of Risk Finance 10, no.",2
"Hassan, R. “Sharīʿah Non-Compliance Risk and Its Effects on Islāmic
Financial Institutions.” Al-Shajarah: Journal of the
International Institute of Islāmic Thought and Civilization 21,
no.",2
"Hassan, W. “Risk Management Practices: A Comparative Analysis
between Islāmic Banks and Conventional Banks in Middle
East.” International Journal of Academic Research 3, no.",2
"Hudin, N.S., and A.B.A.",2
"“Drivers to the Implementation of
Risk Management Practices: A Conceptual Framework.”
Journal of Advanced Management Science 2, no.",2
"Hull, J.C. Risk Management and Financial Institution.",2
"New Jersey:
Pearson Prentice Hall, 2007.",2
Islāmic Financial Services Board.,2
"Guiding Principles of Risk
Management for Institutions (other than Insurance
Institutions) Offering only Islāmic Financial Services.” 2005.",2
"Izhar, H. “Identifying Operational Risk Exposures in Islāmic
Banking.” Kyoto Bulletin of Islāmic Area Studies 3-2 (2010):
17-53.",2
"“Risk Management, Corporate Governance and the Public
Corporation.” In Risk Management, edited by Frenkel, M., M.
Rudolf, and U. Hommel, 423-36.",2
"Khalid, S., and S. Amjad.",2
"“Risk Management Practices in Islāmic
Banks of Pakistan.” The Journal of Risk Finance 13, no.",2
"Khan, T., and H. Ahmed.",2
"Risk Management: An Analysis of Issues in
Islāmic Financial Industry.",2
"IRTI/IDB Occasional Paper, no.",2
"McCrae, M., and L. Balthazor.",2
"“Integrating Risk Management into
Corporate Governance: The Turnbull Guidance.” Risk
Management: An International Journal 2, no.",2
"3 (2000): 35-
45.",2
"Mohd Ariffin, N., and S. Kassim.",2
"“Risk Management Practices and
Financial Performance of Islāmic Banks: Malaysian
Shariah Risk Management Practices in Malaysian Islāmic Banks 123
Evidence.” In 8th International Conference on Islāmic
Economics and Finance Proceeding (2011): 1-23.",2
"Khokher, and R. Rosman.",2
"Sharīʿah Non-
Compliance Risk In The Banking Sector: Impact On Capital
Adequacy Framework Of Islāmic Banks.",2
"IFSB Working
Paper Series.",2
"Rosman, R. “Risk Management Practices and Risk Management
Processes in Islāmic Bank: A Proposed Framework.”
International Review of Business Research Paper 5 no.1
(2009); 242-54.",2
The Institute of Internal Auditors (IIA).,2
"IIA Position Paper: The Three
Line of Defense in Effective Risk Management and Control.",2
"Florida: The Institute of Internal Auditors, 2013.",2
"Tolbert, P.S., and Zucker, L.G.",2
"“Institutional Sources of Change in the
Formal Structure of Organizations: The Diffusion of
Civil Service Reform, 1880-1935.” Administrative Science
Quarterly 28 (1983): 22-39.",2
"Van Greuning, H., and S. Bratanovic.",2
"Analysing Banking Risk: A
Framework for Assessing Corporate Governance and Risk
Management 3rd ed.",2
"World Bank, 2009.
https://openknowledge.worldbank.org/handle/10986/2618
______, and Z. Iqbal.",2
Risk Analysis for Islāmic Banks.,2
"Washington:
World Bank, 2008.",2
